sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Direct Object,Indirect Object,"""Of"" Object",Mark,Subject,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb
"On the night of the event , each float was pulled along the designated parade route accompanied by club members wearing identical costumes ( aswebi(n3) ) and singing the club 's repertoire of songs , including at least one song specially composed for the occasion .","On/IN the/DT night/NN of/IN the/DT event/NN ,/, each/DT float/NN was/VBD pulled/VBN along/IN the/DT designated/VBN parade/NN route/NN accompanied/VBN by/IN club/NN members/NNS wearing/VBG identical/JJ costumes/NNS -LRB-/-LRB- aswebi/VBG -LRB-/-LRB- n3/NNS -RRB-/-RRB- -RRB-/-RRB- and/CC singing/VBG the/DT club/NN 's/POS repertoire/NN of/IN songs/NNS ,/, including/VBG at/IN least/JJS one/CD song/NN specially/RB composed/VBN for/IN the/DT occasion/NN ./."," case(night-3, On-1) det(night-3, the-2) nmod:on(pulled-11, night-3) case(event-6, of-4) det(event-6, the-5) nmod:of(night-3, event-6) det(float-9, each-8) nsubjpass(pulled-11, float-9) auxpass(pulled-11, was-10) root(ROOT-0, pulled-11) case(route-16, along-12) det(route-16, the-13) amod(route-16, designated-14) compound(route-16, parade-15) nmod:along(pulled-11, route-16) acl(route-16, accompanied-17) case(members-20, by-18) compound(members-20, club-19) nmod:by(accompanied-17, members-20) dep(members-20, wearing-21) amod(costumes-23, identical-22) dobj(wearing-21, costumes-23) parataxis(wearing-21, aswebi-25) dobj(aswebi-25, n3-27) cc(wearing-21, and-30) dep(members-20, singing-31) conj:and(wearing-21, singing-31) det(club-33, the-32) nmod:poss(repertoire-35, club-33) case(club-33, 's-34) dobj(singing-31, repertoire-35) case(songs-37, of-36) nmod:of(repertoire-35, songs-37) case(song-43, including-39) case(least-41, at-40) nmod:npmod(one-42, least-41) nummod(song-43, one-42) nmod:including(singing-31, song-43) advmod(composed-45, specially-44) acl(song-43, composed-45) case(occasion-48, for-46) det(occasion-48, the-47) nmod:for(composed-45, occasion-48)  ",singing,31,"dobj(singing-31, repertoire-35) nmod:including(singing-31, song-43) dep(members-20, singing-31) conj:and(wearing-21, singing-31) ",") and singing the club 's repertoire of songs , including",VBG,[],,,,,['repertoire'],[],[],[],[],"[('including', 'song')]",['including'],[],['song'],[],"[('and', 'wearing')]",[],[],[],[],[],[],[],[],,,,
"A panel of judges appointed by the YMMA allotted marks to each lantern procession for its float , its singing , its aswebi , and its comportment .","A/DT panel/NN of/IN judges/NNS appointed/VBN by/IN the/DT YMMA/NNP allotted/VBD marks/NNS to/TO each/DT lantern/NN procession/NN for/IN its/PRP$ float/NN ,/, its/PRP$ singing/NN ,/, its/PRP$ aswebi/NNS ,/, and/CC its/PRP$ comportment/NN ./."," det(panel-2, A-1) nsubj(allotted-9, panel-2) case(judges-4, of-3) nmod:of(panel-2, judges-4) acl(judges-4, appointed-5) case(YMMA-8, by-6) det(YMMA-8, the-7) nmod:by(appointed-5, YMMA-8) root(ROOT-0, allotted-9) dobj(allotted-9, marks-10) case(procession-14, to-11) det(procession-14, each-12) compound(procession-14, lantern-13) nmod:to(allotted-9, procession-14) case(float-17, for-15) nmod:poss(float-17, its-16) nmod:for(allotted-9, float-17) nmod:poss(singing-20, its-19) nmod:for(allotted-9, singing-20) conj:and(float-17, singing-20) nmod:poss(aswebi-23, its-22) nmod:for(allotted-9, aswebi-23) conj:and(float-17, aswebi-23) cc(float-17, and-25) nmod:poss(comportment-27, its-26) nmod:for(allotted-9, comportment-27) conj:and(float-17, comportment-27)  ",singing,20,"nmod:poss(singing-20, its-19) nmod:for(allotted-9, singing-20) conj:and(float-17, singing-20) ","for its float , its singing , its aswebi , and",NN,[],,,,,[],[],[],[],[],"[('for', 'allotted')]",['for'],['allotted'],[],[],"[('and', 'float')]",[],[],[],['its'],[],[],[],[],,,singular,
"It is accompanied by singing , dancing , drumming , and a host of club supporters who collect donations from selected households en route .","It/PRP is/VBZ accompanied/VBN by/IN singing/NN ,/, dancing/NN ,/, drumming/NNP ,/, and/CC a/DT host/NN of/IN club/NN supporters/NNS who/WP collect/VBP donations/NNS from/IN selected/VBN households/NNS en/IN route/NN ./."," nsubjpass(accompanied-3, It-1) auxpass(accompanied-3, is-2) root(ROOT-0, accompanied-3) case(singing-5, by-4) nmod:by(accompanied-3, singing-5) nmod:by(accompanied-3, dancing-7) conj:and(singing-5, dancing-7) nmod:by(accompanied-3, drumming-9) conj:and(singing-5, drumming-9) cc(singing-5, and-11) det(host-13, a-12) nmod:by(accompanied-3, host-13) conj:and(singing-5, host-13) nsubj(collect-18, host-13) case(supporters-16, of-14) compound(supporters-16, club-15) nmod:of(host-13, supporters-16) ref(host-13, who-17) acl:relcl(host-13, collect-18) dobj(collect-18, donations-19) case(households-22, from-20) amod(households-22, selected-21) nmod:from(donations-19, households-22) case(route-24, en-23) advmod(collect-18, route-24)  ",singing,5,"case(singing-5, by-4) conj:and(singing-5, dancing-7) conj:and(singing-5, drumming-9) cc(singing-5, and-11) conj:and(singing-5, host-13) nmod:by(accompanied-3, singing-5) ","It is accompanied by singing , dancing , drumming ,",NN,[],,,,,[],[],[],[],[],"[('by', 'accompanied')]",['by'],['accompanied'],[],[],"[('and', 'dancing'), ('and', 'drumming'), ('and', 'host')]",[],[],[],[],[],['by'],[],[],,,singular,
"As the singing continues , the mask begins another dance movement : now leaning heavily on its staff for support , it walks slowly , like an elderly person , sometimes toward the audience , sometimes away from it .","As/IN the/DT singing/NN continues/VBZ ,/, the/DT mask/NN begins/VBZ another/DT dance/NN movement/NN :/: now/RB leaning/VBG heavily/RB on/IN its/PRP$ staff/NN for/IN support/NN ,/, it/PRP walks/VBZ slowly/RB ,/, like/IN an/DT elderly/JJ person/NN ,/, sometimes/RB toward/IN the/DT audience/NN ,/, sometimes/RB away/RB from/IN it/PRP ./."," mark(continues-4, As-1) det(singing-3, the-2) nsubj(continues-4, singing-3) advcl(begins-8, continues-4) det(mask-7, the-6) nsubj(begins-8, mask-7) root(ROOT-0, begins-8) det(movement-11, another-9) compound(movement-11, dance-10) dobj(begins-8, movement-11) advmod(leaning-14, now-13) advcl(walks-23, leaning-14) advmod(leaning-14, heavily-15) case(staff-18, on-16) nmod:poss(staff-18, its-17) nmod:on(leaning-14, staff-18) case(support-20, for-19) nmod:for(staff-18, support-20) nsubj(walks-23, it-22) parataxis(begins-8, walks-23) advmod(walks-23, slowly-24) case(person-29, like-26) det(person-29, an-27) amod(person-29, elderly-28) advcl:like(walks-23, person-29) advmod(audience-34, sometimes-31) case(audience-34, toward-32) det(audience-34, the-33) nmod:toward(person-29, audience-34) advmod(it-39, sometimes-36) advmod(it-39, away-37) case(it-39, from-38) nmod:from(person-29, it-39)  ",singing,3,"det(singing-3, the-2) nsubj(continues-4, singing-3) ","As the singing continues , the mask begins",NN,[],continues,VBZ,subject,[],[],[],[],[],[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,singular
"After such a break , the kurukupaa again rattled its head to the onlookers ' singing .","After/IN such/PDT a/DT break/NN ,/, the/DT kurukupaa/NN again/RB rattled/VBN its/PRP$ head/NN to/TO the/DT onlookers/NNS '/POS singing/NN ./."," case(break-4, After-1) det:predet(break-4, such-2) det(break-4, a-3) nmod:after(rattled-9, break-4) det(kurukupaa-7, the-6) nsubj(rattled-9, kurukupaa-7) advmod(rattled-9, again-8) root(ROOT-0, rattled-9) nmod:poss(head-11, its-10) dobj(rattled-9, head-11) case(singing-16, to-12) det(onlookers-14, the-13) nmod:poss(singing-16, onlookers-14) case(onlookers-14, '-15) nmod:to(rattled-9, singing-16)  ",singing,16,"case(singing-16, to-12) nmod:poss(singing-16, onlookers-14) nmod:to(rattled-9, singing-16) ",head to the onlookers ' singing .,NN,[],,,,,[],[],[],[],[],"[('to', 'rattled')]",['to'],['rattled'],[],[],[],[],[],[],['onlookers'],[],['to'],[],[],,,singular,
"To restore social order the women meet at night in the village 's main streets , dancing naked and singing songs about their mystical powers .","To/TO restore/VB social/JJ order/NN the/DT women/NNS meet/VBP at/IN night/NN in/IN the/DT village/NN 's/POS main/JJ streets/NNS ,/, dancing/VBG naked/JJ and/CC singing/NN songs/NNS about/IN their/PRP$ mystical/JJ powers/NNS ./."," mark(restore-2, To-1) dep(meet-7, restore-2) amod(order-4, social-3) dobj(restore-2, order-4) det(women-6, the-5) nsubj(meet-7, women-6) root(ROOT-0, meet-7) case(night-9, at-8) nmod:at(meet-7, night-9) case(streets-15, in-10) det(village-12, the-11) nmod:poss(streets-15, village-12) case(village-12, 's-13) amod(streets-15, main-14) nmod:in(night-9, streets-15) xcomp(meet-7, dancing-17) amod(songs-21, naked-18) cc(naked-18, and-19) conj:and(naked-18, singing-20) amod(songs-21, singing-20) dobj(dancing-17, songs-21) case(powers-25, about-22) nmod:poss(powers-25, their-23) amod(powers-25, mystical-24) nmod:about(dancing-17, powers-25)  ",singing,20,"conj:and(naked-18, singing-20) amod(songs-21, singing-20) ","streets , dancing naked and singing songs about their mystical powers",NN,[],,,,,[],[],[],[],[],[],[],[],[],[],"[('and', 'naked')]",[],['songs'],[],[],[],[],[],[],,,singular,
"You would be desperately in love with her in half an hour , &; languish &; die over her singing as much as she does in performance.","You/PRP would/MD be/VB desperately/RB in/IN love/NN with/IN her/PRP in/IN half/PDT an/DT hour/NN ,/, &/SYM ;/: languish/CD &/CC ;/: die/VBP over/IN her/PRP$ singing/NN as/RB much/RB as/IN she/PRP does/VBZ in/IN performance/NN ./."," nsubj(hour-12, You-1) aux(hour-12, would-2) cop(hour-12, be-3) advmod(hour-12, desperately-4) case(love-6, in-5) nmod:in(desperately-4, love-6) case(her-8, with-7) nmod:with(love-6, her-8) case(hour-12, in-9) advmod(hour-12, half-10) advmod(hour-12, an-11) ccomp(die-19, hour-12) nsubj(die-19, &-14) dep(&-14, languish-16) cc(languish-16, &-17) root(ROOT-0, die-19) case(singing-22, over-20) nmod:poss(singing-22, her-21) nmod:over(die-19, singing-22) advmod(much-24, as-23) advmod(die-19, much-24) mark(does-27, as-25) nsubj(does-27, she-26) advcl(much-24, does-27) case(performance-29, in-28) nmod:in(does-27, performance-29)  ",singing,22,"case(singing-22, over-20) nmod:poss(singing-22, her-21) nmod:over(die-19, singing-22) ",die over her singing as much as she does in performance.,NN,[],,,,,[],[],[],[],[],"[('over', 'die')]",['over'],['die'],[],[],[],[],[],[],['her'],[],['over'],[],[],,,singular,
"<p> Sensation though her performances were , they were confined to the domestic arena , which , as there was no boycott on women singing on the stage , was consequent entirely on her wishing to perform on her chosen instruments .","<p>/NNP Sensation/NNP though/IN her/PRP$ performances/NNS were/VBD ,/, they/PRP were/VBD confined/VBN to/TO the/DT domestic/JJ arena/NN ,/, which/WDT ,/, as/IN there/EX was/VBD no/DT boycott/NN on/IN women/NNS singing/VBG on/IN the/DT stage/NN ,/, was/VBD consequent/VBN entirely/RB on/IN her/PRP wishing/VBG to/TO perform/VB on/IN her/PRP$ chosen/JJ instruments/NNS ./."," compound(Sensation-2, <p>-1) dep(were-6, Sensation-2) mark(were-6, though-3) nmod:poss(performances-5, her-4) nsubj(were-6, performances-5) advcl(confined-10, were-6) nsubjpass(confined-10, they-8) auxpass(confined-10, were-9) root(ROOT-0, confined-10) case(arena-14, to-11) det(arena-14, the-12) amod(arena-14, domestic-13) nmod:to(confined-10, arena-14) nsubjpass(consequent-31, arena-14) ref(arena-14, which-16) mark(was-20, as-18) expl(was-20, there-19) parataxis(consequent-31, was-20) neg(boycott-22, no-21) nsubj(was-20, boycott-22) case(women-24, on-23) nmod:on(boycott-22, women-24) acl(women-24, singing-25) case(stage-28, on-26) det(stage-28, the-27) nmod:on(singing-25, stage-28) auxpass(consequent-31, was-30) acl:relcl(arena-14, consequent-31) advmod(consequent-31, entirely-32) mark(wishing-35, on-33) nsubj(wishing-35, her-34) nsubj(perform-37, her-34) advcl(consequent-31, wishing-35) mark(perform-37, to-36) xcomp(wishing-35, perform-37) case(instruments-41, on-38) nmod:poss(instruments-41, her-39) amod(instruments-41, chosen-40) nmod:on(perform-37, instruments-41)  ",singing,25,"nmod:on(singing-25, stage-28) acl(women-24, singing-25) ","was no boycott on women singing on the stage , was",VBG,[],,,,,[],[],[],[],[],"[('on', 'stage')]",['on'],[],['stage'],[],[],[],[],[],[],[],[],[],[],,,,
Would not a gentleman be disgraced by having his wife singing publickly for hire ?,Would/MD not/RB a/DT gentleman/NN be/VB disgraced/VBN by/IN having/VBG his/PRP$ wife/NN singing/VBG publickly/RB for/IN hire/NN ?/.," aux(disgraced-6, Would-1) neg(disgraced-6, not-2) det(gentleman-4, a-3) nsubjpass(disgraced-6, gentleman-4) auxpass(disgraced-6, be-5) root(ROOT-0, disgraced-6) mark(having-8, by-7) advcl(disgraced-6, having-8) nmod:poss(wife-10, his-9) nsubj(singing-11, wife-10) advcl(having-8, singing-11) advmod(singing-11, publickly-12) case(hire-14, for-13) nmod:for(singing-11, hire-14)  ",singing,11,"nsubj(singing-11, wife-10) advmod(singing-11, publickly-12) nmod:for(singing-11, hire-14) advcl(having-8, singing-11) ",disgraced by having his wife singing publickly for hire ?,VBG,[],,,,,[],[],[],[],['wife'],"[('for', 'hire')]",['for'],[],['hire'],[],[],[],[],[],[],[],[],['publickly'],[],,,,
"Her singing of Handel "" displayed such exquisite sensibility , that many of her friends burst into tears . ""","Her/PRP$ singing/NN of/IN Handel/NNP ''/'' displayed/VBD such/JJ exquisite/JJ sensibility/NN ,/, that/IN many/JJ of/IN her/PRP$ friends/NNS burst/VBP into/IN tears/NNS ./. ''/''"," nmod:poss(singing-2, Her-1) nsubj(displayed-6, singing-2) case(Handel-4, of-3) nmod:of(singing-2, Handel-4) root(ROOT-0, displayed-6) amod(sensibility-9, such-7) amod(sensibility-9, exquisite-8) dobj(displayed-6, sensibility-9) mark(burst-16, that-11) nsubj(burst-16, many-12) case(friends-15, of-13) nmod:poss(friends-15, her-14) nmod:of(many-12, friends-15) ccomp(displayed-6, burst-16) case(tears-18, into-17) nmod:into(burst-16, tears-18)  ",singing,2,"nmod:poss(singing-2, Her-1) nmod:of(singing-2, Handel-4) nsubj(displayed-6, singing-2) ","Her singing of Handel "" displayed such",NN,[],displayed,VBD,subject,[],[],[],['Handel'],[],[],"[('of', 'Handel')]",['of'],[],['Handel'],[],[],[],[],[],['Her'],[],[],[],[],,,singular,ambiguous
"<p> On the other hand , the wisdom and beauty of life are embodied by the Khan and the Muslim caliph in his court , which is a place of leisure , hunting , singing , and dancing -- a utopia turned real .","<p>/RB On/IN the/DT other/JJ hand/NN ,/, the/DT wisdom/NN and/CC beauty/NN of/IN life/NN are/VBP embodied/VBN by/IN the/DT Khan/NNP and/CC the/DT Muslim/JJ caliph/NN in/IN his/PRP$ court/NN ,/, which/WDT is/VBZ a/DT place/NN of/IN leisure/NN ,/, hunting/NN ,/, singing/NN ,/, and/CC dancing/NN --/: a/DT utopia/NN turned/VBN real/JJ ./."," advmod(hand-5, <p>-1) case(hand-5, On-2) det(hand-5, the-3) amod(hand-5, other-4) nmod:on(embodied-14, hand-5) det(wisdom-8, the-7) nsubjpass(embodied-14, wisdom-8) cc(wisdom-8, and-9) conj:and(wisdom-8, beauty-10) nsubjpass(embodied-14, beauty-10) case(life-12, of-11) nmod:of(wisdom-8, life-12) auxpass(embodied-14, are-13) root(ROOT-0, embodied-14) case(Khan-17, by-15) det(Khan-17, the-16) nmod:by(embodied-14, Khan-17) cc(Khan-17, and-18) det(caliph-21, the-19) amod(caliph-21, Muslim-20) nmod:by(embodied-14, caliph-21) conj:and(Khan-17, caliph-21) case(court-24, in-22) nmod:poss(court-24, his-23) nmod:in(embodied-14, court-24) nsubj(place-29, court-24) ref(court-24, which-26) cop(place-29, is-27) det(place-29, a-28) acl:relcl(court-24, place-29) case(leisure-31, of-30) nmod:of(place-29, leisure-31) nmod:of(place-29, hunting-33) conj:and(leisure-31, hunting-33) nmod:of(place-29, singing-35) conj:and(leisure-31, singing-35) cc(leisure-31, and-37) nmod:of(place-29, dancing-38) conj:and(leisure-31, dancing-38) det(utopia-41, a-40) dep(leisure-31, utopia-41) acl(utopia-41, turned-42) xcomp(turned-42, real-43)  ",singing,35,"nmod:of(place-29, singing-35) conj:and(leisure-31, singing-35) ","of leisure , hunting , singing , and dancing -- a",NN,[],,,,,[],[],[],[],[],"[('of', 'place')]",['of'],['place'],[],[],"[('and', 'leisure')]",[],[],[],[],[],[],[],[],,,singular,
"Guilbert was devoting her stage life to singing medieval French songs , which she had spent years unearthing .","Guilbert/NNP was/VBD devoting/VBG her/PRP$ stage/NN life/NN to/TO singing/VBG medieval/JJ French/JJ songs/NNS ,/, which/WDT she/PRP had/VBD spent/VBN years/NNS unearthing/VBG ./."," nsubj(devoting-3, Guilbert-1) aux(devoting-3, was-2) root(ROOT-0, devoting-3) nmod:poss(life-6, her-4) compound(life-6, stage-5) dobj(devoting-3, life-6) mark(singing-8, to-7) advcl(devoting-3, singing-8) amod(songs-11, medieval-9) amod(songs-11, French-10) dobj(singing-8, songs-11) dobj(spent-16, songs-11) ref(songs-11, which-13) nsubj(spent-16, she-14) aux(spent-16, had-15) acl:relcl(songs-11, spent-16) dobj(spent-16, years-17) acl(years-17, unearthing-18)  ",singing,8,"mark(singing-8, to-7) dobj(singing-8, songs-11) advcl(devoting-3, singing-8) ","devoting her stage life to singing medieval French songs , which",VBG,[],,,,,['songs'],[],[],['to'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,
"Although I had never sung before , my singing avocation took off , thanks to my mother 's coaching .","Although/IN I/PRP had/VBD never/RB sung/VBN before/RB ,/, my/PRP$ singing/NN avocation/NN took/VBD off/RP ,/, thanks/NNS to/TO my/PRP$ mother/NN 's/POS coaching/NN ./."," mark(sung-5, Although-1) nsubj(sung-5, I-2) aux(sung-5, had-3) neg(sung-5, never-4) advcl(took-11, sung-5) advmod(sung-5, before-6) nmod:poss(avocation-10, my-8) compound(avocation-10, singing-9) nsubj(took-11, avocation-10) root(ROOT-0, took-11) advcl(took-11, off-12) advmod(took-11, thanks-14) case(coaching-19, to-15) nmod:poss(mother-17, my-16) nmod:poss(coaching-19, mother-17) case(mother-17, 's-18) nmod:to(thanks-14, coaching-19)  ",singing,9,"compound(avocation-10, singing-9) ","never sung before , my singing avocation took off , thanks",NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],['avocation'],[],[],[],[],[],[],[],,,singular,
<p> I turned down the most exciting invitation of my singing career -- to perform in Suzy Solidor 's nightclub on the Champs-Elysees-because I became engaged .,<p>/RB I/PRP turned/VBD down/RP the/DT most/RBS exciting/JJ invitation/NN of/IN my/PRP$ singing/NN career/NN --/: to/TO perform/VB in/IN Suzy/NNP Solidor/NNP 's/POS nightclub/NN on/IN the/DT Champs-Elysees-because/NN I/PRP became/VBD engaged/VBN ./.," advmod(turned-3, <p>-1) nsubj(turned-3, I-2) root(ROOT-0, turned-3) compound:prt(turned-3, down-4) det(invitation-8, the-5) advmod(exciting-7, most-6) amod(invitation-8, exciting-7) dobj(turned-3, invitation-8) case(career-12, of-9) nmod:poss(career-12, my-10) compound(career-12, singing-11) nmod:of(invitation-8, career-12) mark(perform-15, to-14) acl(invitation-8, perform-15) case(nightclub-20, in-16) compound(Solidor-18, Suzy-17) nmod:poss(nightclub-20, Solidor-18) case(Solidor-18, 's-19) nmod:in(perform-15, nightclub-20) case(Champs-Elysees-because-23, on-21) det(Champs-Elysees-because-23, the-22) nmod:on(turned-3, Champs-Elysees-because-23) nsubj(became-25, I-24) acl:relcl(Champs-Elysees-because-23, became-25) xcomp(became-25, engaged-26)  ",singing,11,"compound(career-12, singing-11) ",most exciting invitation of my singing career -- to perform in,NN,[],,,,,[],[],[],[],[],[],[],[],[],[],[],['career'],[],[],[],[],[],[],[],,,singular,
"More exactly , color behaves like the nondiegetic orchestration that subtly accompanies Lon 's and Anna 's singing , it gently organizes our perception of the action , rising out of and underscoring the situation .","More/RBR exactly/RB ,/, color/NN behaves/VBZ like/IN the/DT nondiegetic/JJ orchestration/NN that/WDT subtly/RB accompanies/VBZ Lon/NNP 's/POS and/CC Anna/NNP 's/POS singing/VBG ,/, it/PRP gently/RB organizes/VBZ our/PRP$ perception/NN of/IN the/DT action/NN ,/, rising/VBG out/RP of/IN and/CC underscoring/VBG the/DT situation/NN ./."," advmod(exactly-2, More-1) advmod(organizes-22, exactly-2) nsubj(behaves-5, color-4) parataxis(organizes-22, behaves-5) case(orchestration-9, like-6) det(orchestration-9, the-7) amod(orchestration-9, nondiegetic-8) nmod:like(behaves-5, orchestration-9) nsubj(accompanies-12, orchestration-9) ref(orchestration-9, that-10) advmod(accompanies-12, subtly-11) acl:relcl(orchestration-9, accompanies-12) dobj(accompanies-12, Lon-13) case(Lon-13, 's-14) cc(Lon-13, and-15) dobj(accompanies-12, Anna-16) conj:and(Lon-13, Anna-16) case(Anna-16, 's-17) acl(Lon-13, singing-18) nsubj(organizes-22, it-20) advmod(organizes-22, gently-21) root(ROOT-0, organizes-22) nmod:poss(perception-24, our-23) dobj(organizes-22, perception-24) case(action-27, of-25) det(action-27, the-26) nmod:of(perception-24, action-27) dep(organizes-22, rising-29) compound:prt(rising-29, out-30) nmod(rising-29, of-31) cc(rising-29, and-32) dep(organizes-22, underscoring-33) conj:and(rising-29, underscoring-33) det(situation-35, the-34) dobj(underscoring-33, situation-35)  ",singing,18,"acl(Lon-13, singing-18) ","Lon 's and Anna 's singing , it gently organizes our",VBG,[],,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,
"Thus , the mother leaves the earth singing , as if art can transport her child and her into another world .","Thus/RB ,/, the/DT mother/NN leaves/VBZ the/DT earth/NN singing/NN ,/, as/RB if/IN art/NN can/MD transport/VB her/PRP$ child/NN and/CC her/PRP into/IN another/DT world/NN ./."," advmod(leaves-5, Thus-1) det(mother-4, the-3) nsubj(leaves-5, mother-4) root(ROOT-0, leaves-5) det(singing-8, the-6) compound(singing-8, earth-7) dobj(leaves-5, singing-8) mark(transport-14, as-10) mwe(as-10, if-11) nsubj(transport-14, art-12) aux(transport-14, can-13) advcl(leaves-5, transport-14) nmod:poss(child-16, her-15) dobj(transport-14, child-16) cc(transport-14, and-17) advcl(leaves-5, her-18) conj:and(transport-14, her-18) case(world-21, into-19) det(world-21, another-20) nmod:into(her-18, world-21)  ",singing,8,"det(singing-8, the-6) compound(singing-8, earth-7) dobj(leaves-5, singing-8) ","the mother leaves the earth singing , as if art can",NN,[],leaves,VBZ,object,[],[],[],[],[],[],[],[],[],[],['the'],[],['earth'],[],[],[],[],[],[],[],,,singular,singular
"But after one line the content of the singing takes over from its visual representation , and the mode of consciousness within that singing then entirely dominates the scene .","But/CC after/IN one/CD line/NN the/DT content/NN of/IN the/DT singing/NN takes/VBZ over/RP from/IN its/PRP$ visual/JJ representation/NN ,/, and/CC the/DT mode/NN of/IN consciousness/NN within/IN that/DT singing/NN then/RB entirely/RB dominates/VBZ the/DT scene/NN ./."," cc(takes-10, But-1) case(line-4, after-2) nummod(line-4, one-3) nmod:after(takes-10, line-4) det(content-6, the-5) nsubj(takes-10, content-6) case(singing-9, of-7) det(singing-9, the-8) nmod:of(content-6, singing-9) root(ROOT-0, takes-10) compound:prt(takes-10, over-11) case(representation-15, from-12) nmod:poss(representation-15, its-13) amod(representation-15, visual-14) nmod:from(takes-10, representation-15) cc(takes-10, and-17) det(mode-19, the-18) nsubj(dominates-27, mode-19) case(consciousness-21, of-20) nmod:of(mode-19, consciousness-21) case(singing-24, within-22) det(singing-24, that-23) nmod:within(consciousness-21, singing-24) advmod(dominates-27, then-25) advmod(dominates-27, entirely-26) conj:and(takes-10, dominates-27) det(scene-29, the-28) dobj(dominates-27, scene-29)  ",singing,9,"case(singing-9, of-7) det(singing-9, the-8) nmod:of(content-6, singing-9) ",line the content of the singing takes over from its visual,NN,[],,,,,[],[],[],[],[],"[('of', 'content')]",['of'],['content'],[],['the'],[],[],[],[],[],[],['of'],[],[],,,singular,
"But after one line the content of the singing takes over from its visual representation , and the mode of consciousness within that singing then entirely dominates the scene .","But/CC after/IN one/CD line/NN the/DT content/NN of/IN the/DT singing/NN takes/VBZ over/RP from/IN its/PRP$ visual/JJ representation/NN ,/, and/CC the/DT mode/NN of/IN consciousness/NN within/IN that/DT singing/NN then/RB entirely/RB dominates/VBZ the/DT scene/NN ./."," cc(takes-10, But-1) case(line-4, after-2) nummod(line-4, one-3) nmod:after(takes-10, line-4) det(content-6, the-5) nsubj(takes-10, content-6) case(singing-9, of-7) det(singing-9, the-8) nmod:of(content-6, singing-9) root(ROOT-0, takes-10) compound:prt(takes-10, over-11) case(representation-15, from-12) nmod:poss(representation-15, its-13) amod(representation-15, visual-14) nmod:from(takes-10, representation-15) cc(takes-10, and-17) det(mode-19, the-18) nsubj(dominates-27, mode-19) case(consciousness-21, of-20) nmod:of(mode-19, consciousness-21) case(singing-24, within-22) det(singing-24, that-23) nmod:within(consciousness-21, singing-24) advmod(dominates-27, then-25) advmod(dominates-27, entirely-26) conj:and(takes-10, dominates-27) det(scene-29, the-28) dobj(dominates-27, scene-29)  ",singing,24,"case(singing-24, within-22) det(singing-24, that-23) nmod:within(consciousness-21, singing-24) ",mode of consciousness within that singing then entirely dominates the scene,NN,[],,,,,[],[],[],[],[],"[('within', 'consciousness')]",['within'],['consciousness'],[],['that'],[],[],[],[],[],[],['within'],[],[],,,singular,
Just the absoluteness of the singing in turn suffices to produce an assertion of an T ' identical to itself : there seems simply no gap between the subject singing and the objective state that is the song made physical .,Just/RB the/DT absoluteness/NNS of/IN the/DT singing/NN in/IN turn/NN suffices/VBZ to/TO produce/VB an/DT assertion/NN of/IN an/DT T/NNP '/POS identical/NN to/TO itself/PRP :/: there/EX seems/VBZ simply/RB no/DT gap/NN between/IN the/DT subject/NN singing/NN and/CC the/DT objective/JJ state/NN that/WDT is/VBZ the/DT song/NN made/VBN physical/JJ ./.," advmod(absoluteness-3, Just-1) det(absoluteness-3, the-2) nsubj(suffices-9, absoluteness-3) nsubj(produce-11, absoluteness-3) case(singing-6, of-4) det(singing-6, the-5) nmod:of(absoluteness-3, singing-6) case(turn-8, in-7) nmod:in(singing-6, turn-8) root(ROOT-0, suffices-9) mark(produce-11, to-10) xcomp(suffices-9, produce-11) det(assertion-13, an-12) dobj(produce-11, assertion-13) case(identical-18, of-14) det(T-16, an-15) nmod:poss(identical-18, T-16) case(T-16, '-17) nmod:of(assertion-13, identical-18) case(itself-20, to-19) nmod:to(produce-11, itself-20) expl(seems-23, there-22) parataxis(suffices-9, seems-23) advmod(seems-23, simply-24) neg(gap-26, no-25) nsubj(seems-23, gap-26) case(singing-30, between-27) det(singing-30, the-28) compound(singing-30, subject-29) nmod:between(gap-26, singing-30) cc(gap-26, and-31) det(state-34, the-32) amod(state-34, objective-33) nsubj(seems-23, state-34) conj:and(gap-26, state-34) nsubj(song-38, state-34) ref(state-34, that-35) cop(song-38, is-36) det(song-38, the-37) acl:relcl(state-34, song-38) acl(song-38, made-39) xcomp(made-39, physical-40)  ",singing,6,"case(singing-6, of-4) det(singing-6, the-5) nmod:in(singing-6, turn-8) nmod:of(absoluteness-3, singing-6) ",Just the absoluteness of the singing in turn suffices to produce,NN,[],,,,,[],[],[],[],[],"[('in', 'turn'), ('of', 'absoluteness')]","['in', 'of']",['absoluteness'],['turn'],['the'],[],[],[],[],[],[],['of'],[],[],,,singular,
